"title","review","stars","productname","platform"
Access Mode,Erica Turner,"5.00",LEXUS,IOS
"","I love that I can open and close the doors from any locations especially, how quickly it notifies me when I leave them open. I just wish it had the compatibility with my Samsung Note 23...I can't turn on my car from the app as it says it can, nor can I view it on my dash screen. Overall, it's a good ap to know the status on f my car, maintenance requirements, tire issues, and location of my car. I feel safer.","4.00",LEXUS,ANDROID
"","not bad, should have more capabilities though. like climate control and window operations","3.00",TOYOTA,ANDROID
"",it's awesome managing my car from my phone.,"5.00",TOYOTA,ANDROID
"",This app is awesome! So glad I purchased it.,"5.00",TOYOTA,ANDROID
Demarrer avec app,Je ne peux pas le démarrer,"3.00",TOYOTA,IOS
"",Does not support my phone so i guess Toyota wants me to buy a new phone.,"1.00",TOYOTA,ANDROID
Tire pressure,"The app used to have the tire pressure on it. Now it does not making it a little more harder for me to detect which tire needs air or has an issue. Please add that back we already pay enough for these cars to not be able to know which tire has an issue. ///UPDATE. The app now has the tire pressure sensor! Thank
You!!!","5.00",TOYOTA,IOS
"",J'aime quand elle me dit que mes portes ne sont pas verrouillé. Je peux les barré et je peux démarrer mon auto à distance. Je trouve l'application très facile à consulter.,"5.00",TOYOTA,ANDROID
Need updates,Easy to use,"5.00",TOYOTA,IOS
"",Exciting awesome features!,"5.00",LEXUS,ANDROID
Great App!,Easy and straightforward,"5.00",TOYOTA,IOS
Good app,"I do like the app quite a bit, but we can compare it to somewhat other cars do. With being able to open and close windows, etc. it seems a bit lackluster. Also, the 20 a month is steep.","3.00",TOYOTA,IOS
"",Sometimes it works...,"4.00",TOYOTA,ANDROID
"",Fantastic to have! Wish all my vehicles had this ability!,"5.00",LEXUS,ANDROID
Dgaf,Dgaf,"5.00",TOYOTA,IOS
"",Great app it is very useful,"5.00",TOYOTA,ANDROID
"",Very happy with safety. milage . Love the design.,"4.00",TOYOTA,ANDROID
"",peace of mind and safety,"5.00",TOYOTA,ANDROID
"",this app not really ...good! Toyota needs to work on it! And now tried to update the app says my device can't compatible with the app any more! If I know the app big trouble I wouldn't buy Toyota!,"1.00",TOYOTA,ANDROID
"",it's so handy!!,"5.00",TOYOTA,ANDROID
"",good info. just saw doors not locked & did it from bed rest.,"5.00",TOYOTA,ANDROID
Toyota,Me encanta esta aplicación,"5.00",TOYOTA,IOS
Owner of Lexus,Thank you for the updates and service.  I am very grateful!😊,"5.00",LEXUS,IOS
"",easy access to all my information and car status.,"5.00",LEXUS,ANDROID
Game changer,"Where would I be without this app. This app and my spare card key are literally a life line for me.
Thank you Lexus","5.00",LEXUS,IOS
"",Slow at times but other than that great job!,"4.00",LEXUS,ANDROID
Portières Déverrouillées,Souvent il y a ce message alors que les portières sont déjà verrouillées,"4.00",TOYOTA,IOS
So far,The Toyota app I have found to be another tool to help make life easier,"5.00",TOYOTA,IOS
"",is convenient and simple,"5.00",TOYOTA,ANDROID
Stability isssues,Constantly logs me out. Doesn’t remember me on the app. Please fix. This has been an issue for years.,"2.00",TOYOTA,IOS
"",love it,"5.00",TOYOTA,ANDROID
"",need signal light cameras in instrument dash.,"5.00",TOYOTA,ANDROID
"",Awesome app! Easy to navigate. Love the vehicle reports...Always up to date. Let's go places!,"5.00",TOYOTA,ANDROID
"",very useful. use gas gauge frequently. status of vehicle very helpful,"5.00",TOYOTA,ANDROID
"","Très facile, très bien fait.","5.00",LEXUS,ANDROID
Toyota Interactive,"I have enjoyed this app for the last 3 years. 
It keeps me at ease as I know I can see my vehicle and all that is going on with it where ever I am and where ever the vehicle is across the globe.
I hope very soon, Toyota will add a feature where an owner can disable the vehicle if it is stolen. Go Toyota!!!","4.00",TOYOTA,IOS
"",it's nice how it tells when something is wrong,"5.00",TOYOTA,ANDROID
"","My app has frozen in its tracks. Every time I try to use my remote commands, it says they are interrupted. My status for everything never updates. The app is frozen.","1.00",TOYOTA,ANDROID
"",Live in the convenience of this app.,"5.00",LEXUS,ANDROID
"",Love starting my car on cold mornings.,"5.00",TOYOTA,ANDROID
"",keep up thebgood work,"5.00",TOYOTA,ANDROID
Remote Start,"I dont understand why after a remote start, the vehicle turns off when the driver opens the door while carrying the keyfob. The system should detect the keyfob and continue with the engine on.","5.00",TOYOTA,IOS
Toyota,I enjoy the app. Please keep improving the app.,"5.00",TOYOTA,IOS
I love my car,"I am loving this new car every day I learn new things about it, it’s so spacious comfortable  and relaxing","5.00",TOYOTA,IOS
Perly157,Love the app found out that that you can unlock your with the app- all works well,"5.00",TOYOTA,IOS
"",love the app.,"5.00",TOYOTA,ANDROID
"","My pay portal stopped showing, now I can't make a payment using the app.","1.00",TOYOTA,ANDROID
"","Easy to use, convenient and helpful.","4.00",TOYOTA,ANDROID
"",I am not buying a new phone to adapt to this update.,"1.00",LEXUS,ANDROID
"",awesome,"5.00",TOYOTA,ANDROID
"",works great,"5.00",TOYOTA,ANDROID
"","The only feature I don't like is when you remote start the vehicle ,it only lasts 10 minutes and when you open the door the vehicle cuts off and you have to restart .Our Honda will remote start staying running as long as you want it and when you get in the vehicle it doesn't cut off ,you only have to push the start button and it transitions smoothly into operation mode . Toyota should make this change to their remote start system .","4.00",TOYOTA,ANDROID
"",the best way to manage,"5.00",TOYOTA,ANDROID
"",Having the app is a big game changer.,"4.00",TOYOTA,ANDROID
"",very good app for somebody that can't remember if they locked their truck or not and fantastic for cold winters. Not having to go outside to start the truck is amazing!,"5.00",TOYOTA,ANDROID
"","I wish I could pay for an app yearly, not monthly","5.00",TOYOTA,ANDROID
Toyota,Excelente,"5.00",TOYOTA,IOS
"",Très utile,"5.00",TOYOTA,ANDROID
"",Not compatible to my galaxy s8+ ??? Come on now,"1.00",TOYOTA,ANDROID
I love this app,Am glad there is an app like this that helps me keep yea k of my car,"5.00",TOYOTA,IOS
Es350,Awesome experience!,"5.00",LEXUS,IOS
"",it's awesome.,"5.00",TOYOTA,ANDROID
Love Lexus app,I love the ease of the remote start and how I can check to see if my vehicle is locked and love the reminders about unlock doors or groceries pr packages in back.  Works great,"5.00",LEXUS,IOS
Alarm,If only it would alert my phone when the alarm went off.,"5.00",LEXUS,IOS
"","logs me out - often (even when I check the button not to). only connects automatically to Android auto 75% of the time (no available firmware updates and dealership cant find the problem, but said others have said it). I already reported it to corporate. so... I enjoy the app for locking my car, basically.","3.00",TOYOTA,ANDROID
Remote Start from Anywhere,"The app itself works well! You do have to verify your identity several times, but you wouldn’t want someone who’s not you to be able to use remote connect to unlock your doors. The right sales consultant helping you set it up makes a difference! Capability to remote start your vehicle from any distance away from your vehicle free for the first year! Currently 10 years free on the safety connect where you can hit the SOS button in your vehicle behind the rearview mirror to contact Toyota or a live emergency responder along with having emergency responders immediately notified upon a major impact collision with your vehicle (in case if you can’t speak or are are unconscious), and they can come straight to you in this scenario! And 10 years free of service connect where you can be notified through the app about your vehicle’s current health reports, applicable service campaigns, or recalls that affect your vehicle. Remember having to type your vehicle’s VIN into the “Does my vehicle have a recall?” search bar? Days of the past my friends!","5.00",TOYOTA,IOS
"",super,"5.00",TOYOTA,ANDROID
"",I like being able to check to see if my doors are locked and check my tire pressure. The alerts are very helpful. The only issue is it is a bit glitchy and I have to reconnect it to my phone frequently.,"4.00",TOYOTA,ANDROID
Security,The app always lets me know if the doors are unlocked or windows down ..,"5.00",TOYOTA,IOS
"","Been trying for the week that I have now owned my Lexus to get this app to ""Save changes"" after entering the VIN and choosing my local dealer and all I continually get is a small window stating: ""Oops. Looks like something went wrong. Please try again in a few minutes."" This is every day, no matter the time or if I am 4G or WiFi connected.","1.00",LEXUS,ANDROID
Great app,Great app,"5.00",LEXUS,IOS
Nice buts needs work,"It’s nice to have the option to use your phone as the key, but it needs some work. I use have to open the app on my phone before my car will recognize it. Tesla and some other cars don’t require you to pull out your phone and open the app. Also while driving even after opening the app the vehicle says the key is not there.","4.00",TOYOTA,IOS
"",Latest mandatory update is no longer compatible with my phone. Time to cancel,"1.00",TOYOTA,ANDROID
"",Being able to check the status of the vehicle remotely is awesome. I also love the ability to locate the truck with the app,"5.00",TOYOTA,ANDROID
Jerrytucker,Love the app.  User friendly and very convenient.  Thanks,"5.00",TOYOTA,IOS
"",Very functional and convenient,"5.00",TOYOTA,ANDROID
"","Muy Buena pero NO PROTEGE Las LLANTAS Y GOMAS (21 de Sept 2024 me Las ROBARON( Sweetwater ,MIAMI DADE, FLORIDA) 400NW 112AV Li'l Abner Apartments ll.Gracias","3.00",TOYOTA,ANDROID
"",The update doesn't work with tablet ?,"3.00",TOYOTA,ANDROID
"",funcional al 100,"5.00",LEXUS,ANDROID
A great app for remote management,"I consider this app critical for management of my Lexus. I can lock the doors remotely, check mileage and status and remote start the car during the winter season so it is warm when I get to it in the ramp where it is parked. I love the app! I like it so much that I would buy a second Lexus based solely on it! It takes a fabulous driving experience and enhances it beyond anything I could imagine!","5.00",LEXUS,IOS
